Date,Mode,Category,Subcategory,Note,Amount,Income/Expense,Currency,_id
15/09/2017 11:48:08,Saving Bank account 1,health,Medicine,,373.0,Expense,INR,
2025-06-12,Credit Card,investment,Mutual fund,Paid bill,3939.83,Expense,INR,
2025-04-26,Netbanking,gift,Gift,Bought groceries,2843.48,Expense,INR,
2025-04-14,Debit Card,health,Medicine,UPI transfer,2849.66,Expense,INR,
5/5/2017,Saving Bank account 1,food,Dinner,Bhendi masala 30 + 3 chapati,45.0,Expense,INR,
17/12/2016 13:42:36,Saving Bank account 1,bonus,,reward Gpay,11.0,Income,INR,
2025-05-21,Credit Card,rent,Rent,Festival shopping,715.97,Income,INR,
2025-03-19,UPI,subscription,Netflix,Lunch at cafe,149.0,Expense,INR,
2025-04-29,Netbanking,subscription,DishTV,Movie night,2882.75,Expense,INR,
15/08/2018 09:44:05,Cash,food,Sweets,Warna Srikhand half kg,290.0,Expense,INR,
1/3/2015,Cash,food,Dinner,At restaurant,80.0,Expense,INR,
2025-01-29,UPI,grooming,Saloon,Movie night,3928.06,Expense,INR,
2025-02-17,Netbanking,grooming,Saloon,Festival shopping,4574.11,Expense,INR,
2025-05-02,Cash,culture,Movie,UPI transfer,4088.49,Income,INR,
30/09/2015 14:25:08,Saving Bank account 1,salary,,From workplace ,49806.0,Income,INR,
2025-02-23,Debit Card,grooming,Saloon,Subscription renewal,3309.82,Income,INR,
2025-06-01,Netbanking,subscription,Tata Sky,Bought groceries,1918.46,Expense,INR,
2025-06-12,UPI,food,Milk,Movie night,419.52,Expense,INR,
28/04/2018 21:03:59,Credit Card,food,Dinner,Home Food Delivery,413.0,Expense,INR,
2025-05-18,UPI,transportation,auto,Subscription renewal,2827.99,Expense,INR,
8/11/2016,Saving Bank account 1,subscription,Netflix,1 month subscription,199.0,Expense,INR,
30/08/2018 21:10:24,Cash,food,Sweets,Warna Srikhand pav kg,78.0,Expense,INR,
2025-03-09,Credit Card,subscription,Tata Sky,Online course,79.95,Expense,INR,
23/02/2018 06:59:56,Saving Bank account 1,food,Milk,1 lit ,72.0,Expense,INR,
2025-01-19,UPI,transportation,Train,Medical bill,116.05,Expense,INR,
4/8/2017,Saving Bank account 1,subscription,Mobile Service Provider,Family Mobile Service Provider recharge,2999.0,Expense,INR,
2025-05-04,Netbanking,subscription,Edtech Course,Train ticket,2527.05,Expense,INR,
2025-01-07,Cash,beauty,grooming,Movie night,2235.48,Expense,INR,
2024-12-29,UPI,food,Lunch,Paid bill,2624.23,Expense,INR,
2025-06-12,Debit Card,food,Lunch,Online course,4358.92,Expense,INR,
2025-06-21,UPI,recurring deposit,Recurring Deposit,Festival shopping,3127.61,Expense,INR,
2025-03-17,Debit Card,family,Pocket money,Festival shopping,1324.06,Expense,INR,
2025-01-26,Netbanking,food,Dinner,UPI transfer,1107.5,Expense,INR,
2024-12-25,Debit Card,subscription,DishTV,Movie night,2335.11,Expense,INR,
2025-02-05,Credit Card,household,Appliances,Lunch at cafe,3773.03,Expense,INR,
2025-03-12,Credit Card,other,Donation,Medical bill,200.75,Expense,INR,
2025-03-23,Cash,recurring deposit,Recurring Deposit,Bought groceries,2544.4,Expense,INR,
5/3/2015,Cash,beauty,grooming,,40.0,Expense,INR,
28/02/2017 22:13:41,Cash,transportation,Taxi,within city,40.0,Expense,INR,
29/12/2016 19:16:32,Cash,food,snacks,2 chips packets,10.0,Expense,INR,
23/11/2017 12:22:39,Cash,food,Bread,Flatbread 8 pcs,23.0,Expense,INR,
2025-05-20,Credit Card,transportation,auto,Train ticket,1332.15,Expense,INR,
23/11/2017 06:16:26,Saving Bank account 1,food,Milk,1 lit ,69.0,Expense,INR,
2025-06-23,Cash,food,Dinner,Festival shopping,463.3,Expense,INR,
2025-05-29,UPI,household,Kirana,Medical bill,640.56,Expense,INR,
2025-03-20,Netbanking,festivals,Holi,UPI transfer,2293.21,Expense,INR,
3/2/2015,Cash,other,,shoe repair,100.0,Expense,INR,
2025-05-04,UPI,beauty,grooming,Paid bill,1574.59,Expense,INR,
2025-05-13,Netbanking,grooming,Saloon,Festival shopping,3595.91,Expense,INR,
2025-01-28,Credit Card,self-development,Self-development,Movie night,2624.53,Expense,INR,
2025-01-03,Credit Card,apparel,Clothing,Movie night,1588.59,Income,INR,
10/8/2016,Saving Bank account 1,investment,RD,,1000.0,Expense,INR,
20/08/2017 21:00:13,Credit Card,food,Lunch,280 chicken dum biryani+ 200 paneer tikka laziz + GST,504.0,Expense,INR,
2025-05-12,Credit Card,food,Milk,Subscription renewal,421.05,Expense,INR,
15/09/2017 11:46:38,Saving Bank account 1,transportation,Travels,2 Place 2 to Place 1 - Novelty tour and travels,1400.0,Expense,INR,
2025-03-28,Netbanking,family,Pocket money,Paid bill,930.13,Expense,INR,
2025-02-25,Netbanking,food,Dinner,Medical bill,1531.14,Expense,INR,
2025-01-20,Credit Card,beauty,grooming,Online course,4334.04,Expense,INR,
2024-12-27,Credit Card,festivals,Diwali,Movie night,4347.56,Expense,INR,
22/10/2015 13:10:06,Saving Bank account 1,other,,Mobile Service Provider recharge wfh,251.0,Expense,INR,
7/2/2016,Cash,food,Grocery,,160.0,Expense,INR,
2025-01-16,Cash,subscription,Edtech Course,Movie night,465.44,Expense,INR,
2025-04-03,Netbanking,food,Milk,Train ticket,4530.89,Expense,INR,
2025-03-14,UPI,food,Milk,Train ticket,3097.42,Expense,INR,
2025-06-12,UPI,health,Medicine,Festival shopping,2347.91,Expense,INR,
11/9/2016,Saving Bank account 1,food,Milk,half liter buffalo,35.0,Expense,INR,
31/05/2015 12:02:40,Saving Bank account 1,salary,,From workplace ,47859.0,Income,INR,
2025-01-11,Credit Card,food,snacks,Bought groceries,968.69,Expense,INR,
2025-03-09,Debit Card,transportation,Taxi,Train ticket,2832.13,Expense,INR,
2025-02-09,UPI,subscription,Airtel,Train ticket,4890.03,Expense,INR,
2025-04-08,Credit Card,self-development,Self-development,Online course,3510.38,Expense,INR,
15/05/2015 07:33:09,Saving Bank account 1,food,Milk,milk half shakti,26.0,Expense,INR,
2025-01-30,Cash,transportation,auto,Subscription renewal,2622.18,Expense,INR,
2024-12-25,Credit Card,subscription,Spotify,Online course,149.0,Expense,INR,
2025-02-15,Credit Card,food,Grocery,UPI transfer,2807.8,Expense,INR,
2025-05-02,Netbanking,subscription,Spotify,Lunch at cafe,149.0,Expense,INR,
2025-06-02,UPI,other,Donation,Medical bill,1185.69,Expense,INR,
2025-04-11,Debit Card,food,snacks,Subscription renewal,900.46,Expense,INR,
2024-12-28,Netbanking,apparel,Footwear,UPI transfer,3132.36,Expense,INR,
2025-04-05,Debit Card,subscription,Tata Sky,Movie night,4816.9,Expense,INR,
2025-06-17,Debit Card,festivals,Diwali,Online course,4540.39,Income,INR,
2025-04-30,Debit Card,culture,Movie,Lunch at cafe,2453.45,Expense,INR,
2025-03-18,Netbanking,education,Stationary,Paid bill,1287.77,Expense,INR,
2025-01-03,Cash,household,Appliances,Paid bill,863.74,Expense,INR,
2025-01-08,UPI,transportation,auto,Train ticket,3374.2,Expense,INR,
2025-03-20,UPI,tourism,Trip,Subscription renewal,2382.52,Expense,INR,
2025-03-31,Debit Card,education,Stationary,Train ticket,3691.7,Expense,INR,
20/09/2017 14:01:38,Saving Bank account 1,other,,CSR,100.0,Expense,INR,
23/07/2018 12:49:29,Credit Card,subscription,Tata Sky,Current Residence - Tata Play recharge,154.0,Expense,INR,
30/05/2017 09:41:31,Cash,transportation,Train,2 Place 0 to Place P return,80.0,Expense,INR,
2025-03-24,Cash,subscription,DishTV,Subscription renewal,748.14,Expense,INR,
30/11/2015 11:30:45,Saving Bank account 1,salary,,From workplace ,49806.0,Income,INR,
2025-03-19,Debit Card,gift,Gift,Subscription renewal,181.01,Expense,INR,
9/1/2017,Cash,beauty,grooming,hair cut+shaving,80.0,Expense,INR,
2025-02-28,Netbanking,apparel,Clothing,Medical bill,3618.91,Expense,INR,
2025-02-03,Cash,health,Medicine,Festival shopping,3166.21,Expense,INR,
2025-06-04,Netbanking,public provident fund,Public Provident Fund,Festival shopping,1879.55,Expense,INR,
2025-02-28,UPI,apparel,Footwear,Paid bill,1294.48,Expense,INR,
5/4/2016,Saving Bank account 1,investment,Mutual fund,Mutual fund A,1000.0,Expense,INR,
2025-02-09,UPI,transportation,auto,Online course,1653.24,Expense,INR,
2024-12-26,Debit Card,food,Lunch,Movie night,126.88,Expense,INR,
2025-05-06,Debit Card,subscription,Amazon Prime,Online course,299.0,Expense,INR,
4/12/2016,Cash,food,vegetables,gilke,25.0,Expense,INR,
2025-02-08,Cash,food,Grocery,Subscription renewal,4644.34,Expense,INR,
2025-04-22,UPI,health,Medicine,Bought groceries,3048.18,Expense,INR,
8/1/2018,Cash,other,,Gift from inlaws,2000.0,Income,INR,
2025-02-13,Credit Card,food,Dinner,Bought groceries,2482.53,Expense,INR,
12/11/2017,Cash,transportation,auto,Place P station to Alfa market,34.0,Expense,INR,
2025-01-02,Credit Card,tourism,Trip,Train ticket,882.16,Income,INR,
13/08/2018,Saving Bank account 1,small cap fund 2,,,5000.0,Transfer-Out,INR,
2025-02-03,UPI,investment,Mutual fund,UPI transfer,2461.87,Expense,INR,
2025-05-20,UPI,festivals,Diwali,Paid bill,3197.97,Expense,INR,
2025-05-08,Credit Card,transportation,auto,Festival shopping,1179.41,Expense,INR,
2025-03-06,Credit Card,festivals,Holi,Medical bill,2967.58,Expense,INR,
2025-05-05,Netbanking,gift,Gift,Bought groceries,4686.1,Expense,INR,
2025-04-02,Cash,subscription,Spotify,Festival shopping,25.0,Income,INR,
20/03/2018 16:15:59,Cash,food,breakfast,Bread,18.0,Expense,INR,
2025-03-15,Netbanking,household,Kirana,Paid bill,4420.94,Expense,INR,
2025-01-24,Debit Card,subscription,Netflix,Paid bill,199.0,Expense,INR,
8/2/2018,Saving Bank account 1,food,Milk,1 lit ,69.0,Expense,INR,
2025-03-02,UPI,beauty,grooming,Online course,424.82,Income,INR,
2025-06-13,Credit Card,money transfer,Money transfer,Online course,4755.83,Income,INR,
2025-03-22,Credit Card,food,snacks,Medical bill,4670.22,Expense,INR,
2025-04-02,Cash,festivals,Holi,Paid bill,2544.09,Income,INR,
23/10/2017 09:02:11,Cash,household,Kirana,,50.0,Expense,INR,
2025-01-10,UPI,food,snacks,Bought groceries,4939.24,Income,INR,
2025-01-10,Debit Card,culture,Movie,Train ticket,2356.23,Expense,INR,
7/5/2015,Saving Bank account 1,investment,Mutual fund,reliance mutual fund,1000.0,Expense,INR,
2024-12-27,Netbanking,culture,Movie,Medical bill,513.45,Expense,INR,
2025-01-04,Cash,gift,Gift,Subscription renewal,2011.48,Expense,INR,
2025-04-28,Debit Card,household,Kirana,Online course,882.69,Expense,INR,
2025-03-07,Credit Card,gift,Gift,Paid bill,3726.1,Expense,INR,
2025-03-28,Cash,beauty,grooming,Medical bill,2428.17,Expense,INR,
28/03/2017 11:59:46,Cash,food,beverage,Soda water,12.0,Expense,INR,
2025-04-03,UPI,health,Medicine,UPI transfer,3332.34,Expense,INR,
2025-04-15,UPI,food,snacks,Train ticket,3067.09,Expense,INR,
2025-04-13,Netbanking,festivals,Diwali,Train ticket,4724.73,Expense,INR,
29/07/2018 15:52:47,Cash,transportation,auto,Decathlon Place A to Place A station,50.0,Expense,INR,
2025-06-11,Cash,transportation,auto,Lunch at cafe,3096.1,Expense,INR,
22/12/2017 14:42:54,Saving Bank account 1,food,Lunch,Home Food Delivery,380.0,Expense,INR,
2025-01-28,Credit Card,household,Kirana,Train ticket,1889.73,Expense,INR,
2025-01-15,Cash,household,Appliances,Festival shopping,2212.8,Expense,INR,
2025-06-04,Credit Card,subscription,Amazon Prime,Medical bill,1499.0,Expense,INR,
2025-06-08,Credit Card,subscription,Edtech Course,Bought groceries,1146.39,Expense,INR,
2025-01-22,UPI,social life,Leisure,UPI transfer,1175.88,Income,INR,
2025-02-06,Cash,subscription,DishTV,Bought groceries,1106.94,Expense,INR,
2025-02-01,Debit Card,gift,Gift,Subscription renewal,4616.63,Expense,INR,
2025-05-11,Debit Card,household,Kirana,Subscription renewal,137.04,Expense,INR,
3/3/2015,Cash,health,Medicine,painkillers,82.0,Expense,INR,
2025-03-19,Cash,transportation,auto,Online course,2451.7,Expense,INR,
2025-03-19,Credit Card,recurring deposit,Recurring Deposit,Subscription renewal,1094.47,Expense,INR,
6/5/2016,Saving Bank account 1,subscription,Mobile Service Provider,,251.0,Expense,INR,
2025-03-30,Cash,transportation,Taxi,UPI transfer,2928.46,Expense,INR,
2025-06-18,Cash,subscription,Airtel,Subscription renewal,3943.85,Expense,INR,
2025-05-04,UPI,household,Appliances,Bought groceries,3135.41,Expense,INR,
31/12/2016 20:11:24,Saving Bank account 1,food,Grocery,milk + butter + biscuits/toast,77.0,Expense,INR,
10/8/2016,Saving Bank account 1,investment,Mutual fund,,1000.0,Expense,INR,
2025-04-04,Credit Card,food,Dinner,Movie night,2233.0,Expense,INR,
21/04/2017,Saving Bank account 1,subscription,Cable TV,Monthly recharge,261.0,Expense,INR,
2025-06-02,Cash,apparel,Footwear,Subscription renewal,3104.72,Expense,INR,
28/11/2017 17:35:35,Saving Bank account 1,food,Eggs,6 eggs,42.0,Expense,INR,
2025-03-24,Cash,subscription,Tata Sky,Online course,4777.21,Expense,INR,
22/03/2017 23:18:47,Cash,transportation,auto,2 Place 0 to Current Residence,20.0,Expense,INR,
2025-04-03,Debit Card,festivals,Diwali,Bought groceries,1365.6,Expense,INR,
2025-05-15,Cash,tourism,Trip,Bought groceries,1307.42,Expense,INR,
2025-04-07,Debit Card,festivals,Diwali,Online course,172.93,Expense,INR,
30/04/2017 21:08:58,Saving Bank account 1,salary,,From workplace ,56957.0,Income,INR,
2025-01-22,Credit Card,social life,Leisure,Bought groceries,4158.27,Expense,INR,
18/05/2018 15:35:49,Saving Bank account 1,subscription,Mobile Service Provider,Data booster pack,301.0,Expense,INR,
2025-06-13,Debit Card,health,Medicine,Subscription renewal,2133.97,Expense,INR,
2/1/2017,Cash,household,Kitchen,belan,110.0,Expense,INR,
2/7/2018,Credit Card,household,home decor,Face towels + shampoo,626.0,Expense,INR,
2025-03-17,Credit Card,grooming,Saloon,Lunch at cafe,4804.26,Expense,INR,
2025-02-12,UPI,subscription,Tata Sky,Movie night,4047.78,Expense,INR,
2025-04-22,Credit Card,household,Kirana,Bought groceries,3494.23,Expense,INR,
8/3/2018,Cash,petty cash,,From Family,500.0,Income,INR,
2025-05-13,UPI,public provident fund,Public Provident Fund,UPI transfer,2298.88,Expense,INR,
2025-01-20,Credit Card,family,Pocket money,Subscription renewal,1660.24,Expense,INR,
2025-04-12,UPI,subscription,Amazon Prime,Paid bill,599.0,Expense,INR,
2/2/2018,Cash,family,Pocket money,,170.0,Expense,INR,
2025-01-27,Debit Card,transportation,Taxi,Subscription renewal,4668.18,Income,INR,
2025-03-04,Cash,money transfer,Money transfer,UPI transfer,93.38,Expense,INR,
2025-01-15,Credit Card,subscription,Edtech Course,Movie night,1066.75,Expense,INR,
25/11/2016 09:28:23,Saving Bank account 1,bonus,,reward Gpay,5.0,Income,INR,
17/12/2017 22:26:42,Credit Card,household,Kirana,Dmart,878.0,Expense,INR,
2025-01-04,Credit Card,subscription,Tata Sky,Movie night,4402.74,Expense,INR,
24/06/2018 16:11:07,Saving Bank account 1,food,Milk,milk 1lit ,72.0,Expense,INR,
2025-04-24,Debit Card,beauty,grooming,Festival shopping,1776.75,Expense,INR,
2025-05-03,Credit Card,tourism,Trip,Festival shopping,295.54,Expense,INR,
2025-01-22,Credit Card,subscription,DishTV,Movie night,899.23,Expense,INR,
2025-04-12,Debit Card,investment,Mutual fund,Movie night,1814.64,Income,INR,
2025-03-12,UPI,festivals,Holi,Subscription renewal,3110.14,Expense,INR,
2025-01-21,UPI,festivals,Diwali,Medical bill,2542.3,Expense,INR,
2025-01-24,Credit Card,social life,Leisure,Paid bill,4966.22,Expense,INR,
2025-06-01,Netbanking,apparel,Clothing,Medical bill,3371.74,Expense,INR,
2/1/2015,Saving Bank account 1,other,,Permanent Residence money transfer,10000.0,Expense,INR,
2025-02-12,Netbanking,recurring deposit,Recurring Deposit,Subscription renewal,376.27,Expense,INR,
24/09/2017 11:36:54,Cash,food,Sweets,Half kg pedhe,280.0,Expense,INR,
4/12/2017,Saving Bank account 1,subscription,Newspaper,,110.0,Expense,INR,
27/06/2018 14:00:32,Cash,transportation,Train,2 Place 0 to Place P return,80.0,Expense,INR,
28/11/2017 17:35:35,Credit Card,household,Kirana,Toast+ biscuits,115.0,Expense,INR,
24/10/2015 18:57:36,Cash,household,Appliances,plumber,100.0,Expense,INR,
2025-02-05,Debit Card,household,Kirana,Movie night,3073.4,Expense,INR,
1/12/2017,Saving Bank account 1,food,Lunch,Catering Service ( 5 methi paranthe),125.0,Expense,INR,
2025-02-12,Netbanking,transportation,Train,Festival shopping,4724.53,Expense,INR,
2025-03-02,Cash,investment,Mutual fund,Train ticket,4494.71,Expense,INR,
4/3/2018,Cash,family,Pocket money,,450.0,Expense,INR,
2025-02-19,Netbanking,beauty,grooming,Online course,3259.32,Expense,INR,
2025-02-19,Netbanking,public provident fund,Public Provident Fund,Movie night,1549.05,Expense,INR,
2025-06-17,Credit Card,subscription,DishTV,Medical bill,1271.1,Expense,INR,
2025-04-22,Cash,grooming,Saloon,Medical bill,2666.75,Expense,INR,
28/02/2015 17:48:39,Cash,food,Tea,,20.0,Expense,INR,
9/1/2018,Saving Bank account 1,food,Milk,1 lit ,69.0,Expense,INR,
2025-01-14,Credit Card,food,snacks,Movie night,988.51,Expense,INR,
2025-06-17,Cash,subscription,Amazon Prime,Subscription renewal,599.0,Expense,INR,
2025-04-20,Cash,food,Milk,Subscription renewal,3264.72,Expense,INR,
2025-05-22,UPI,food,Lunch,Medical bill,3012.79,Expense,INR,
2025-03-09,Debit Card,apparel,Clothing,Medical bill,4191.24,Expense,INR,
2025-02-08,Cash,subscription,DishTV,Festival shopping,2405.37,Expense,INR,
4/2/2015,Cash,food,,tea,30.0,Expense,INR,
2025-03-07,Credit Card,education,Stationary,Lunch at cafe,4494.06,Expense,INR,
27/02/2017 18:31:38,Saving Bank account 1,food,Lunch,6 chapati(8 rs) + half rice,88.0,Expense,INR,
1/2/2017,Saving Bank account 1,money transfer,,,10000.0,Expense,INR,
1/3/2015,Cash,food,Tea,,6.0,Expense,INR,
2025-01-05,Debit Card,subscription,Tata Sky,Subscription renewal,530.01,Expense,INR,
2025-04-25,Credit Card,transportation,auto,Bought groceries,3601.99,Expense,INR,
14/08/2016 16:13:29,Cash,other,,pens,5.0,Expense,INR,
2025-03-14,Debit Card,gift,Gift,Medical bill,4966.53,Expense,INR,
28/02/2017 22:11:09,Cash,transportation,Train,2 Place 3m to vadala rd,10.0,Expense,INR,
7/5/2018,Saving Bank account 1,equity mutual fund e,,,1000.0,Transfer-Out,INR,
2025-03-30,Cash,subscription,Netflix,Medical bill,499.0,Expense,INR,
2025-02-16,Debit Card,apparel,Clothing,Online course,3954.39,Expense,INR,
19/11/2016 11:58:28,Cash,transportation,auto,share auto - Place H to Place T base (20/person),40.0,Expense,INR,
2025-03-15,UPI,tourism,Trip,Medical bill,2666.14,Expense,INR,
7/8/2017,Saving Bank account 1,equity mutual fund e,,,1000.0,Transfer-Out,INR,
12/7/2018,Cash,food,Eggs,6 eggs,35.0,Expense,INR,
2025-06-22,Credit Card,festivals,Holi,Bought groceries,4632.27,Expense,INR,
2025-04-09,Credit Card,apparel,Footwear,Medical bill,3657.54,Expense,INR,
2025-05-04,Credit Card,food,snacks,UPI transfer,1307.26,Expense,INR,
2025-03-18,Debit Card,gift,Gift,Subscription renewal,1507.52,Expense,INR,
2025-04-02,Cash,beauty,grooming,Medical bill,4498.36,Expense,INR,
1/1/2018,Cash,food,Milk,1 lit ,69.0,Expense,INR,
2025-04-27,Debit Card,recurring deposit,Recurring Deposit,Bought groceries,541.14,Expense,INR,
2025-02-20,Cash,apparel,Footwear,Subscription renewal,665.36,Income,INR,
2025-05-16,UPI,health,Medicine,Medical bill,4147.15,Expense,INR,
13/02/2018 20:24:24,Credit Card,food,Potato,potato 1kg,25.0,Expense,INR,
2025-05-28,Cash,culture,Movie,Festival shopping,714.61,Expense,INR,
2025-04-27,Credit Card,health,Medicine,Train ticket,4094.06,Expense,INR,
2025-05-24,Netbanking,water (jar /tanker),water (jar /tanker),Medical bill,3467.94,Expense,INR,
2025-06-18,Netbanking,subscription,Spotify,Paid bill,149.0,Expense,INR,
2025-05-26,Cash,gift,Gift,Festival shopping,4995.03,Expense,INR,
1/7/2015,Saving Bank account 1,money transfer,,,10000.0,Expense,INR,
2025-01-01,Debit Card,health,Medicine,Lunch at cafe,3814.36,Expense,INR,
2025-06-06,UPI,grooming,Saloon,UPI transfer,1078.83,Expense,INR,
21/01/2018 19:44:43,Credit Card,food,Dinner,Home Food Delivery,384.0,Expense,INR,
2025-01-30,Debit Card,health,Medicine,Paid bill,2091.31,Expense,INR,
2025-03-30,UPI,subscription,Tata Sky,Bought groceries,4992.21,Expense,INR,
2025-06-16,Netbanking,money transfer,Money transfer,Movie night,2530.41,Expense,INR,
1/1/2018,Cash,maid,,,2000.0,Expense,INR,
2025-03-26,Cash,apparel,Footwear,UPI transfer,1253.13,Expense,INR,
2025-02-05,Credit Card,social life,Leisure,UPI transfer,2445.18,Expense,INR,
